Mon,Day,Year,Cruise,EUCAL,ACAHUD,PSEUDO,OITSIM,CTNCAL,CENABD,CALPAC,CALMAR,ACATON,ACALON,PARA,OITSPI,METR,SCOLE,ONC,MICPUS,SCOMIN,TORTDIS,EPILON,CORANG,CLASO,CLAPER,CALTEN,CALSTY,ACADAN,CLAARC,CLAPAR,CALTENU,NEOPLU,MICSET,LUC,CLAPAU,CANBIP,CLALIV,CALPAV,CALPAVON
6,14,2009,NH,0,2.184796,4.187729,3.636894,0,3.386247,0,2.405508,0,3.789474,0,2.010121,2.58103,0,0,0,1.713313,1.713313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,2009,BP,0,3.413722,4.330655,3.807406,0,4.002536,0,2.269766,0,3.609956,0,1.797287,0,0,1.797287,2.09484,0,2.904789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,2009,Pa,0,2.061631,3.96905,3.798278,0,2.97912,0,2.360772,0,3.296947,0,1.887419,0,0,0,1.887419,0,1.887419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,2009,Pa,0,0,4.072425,3.430895,0,3.535596,0,2.294641,0,3.430895,0,1.995809,1.995809,0,0,2.39111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,2009,NH,0,2.728503,4.07749,3.540729,0,3.705499,0,3.001125,0,3.103696,0,2.303884,2.303884,0,0,2.428283,0,2.12887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,28,2009,NH,0,2.629978,3.978767,3.407279,1.733957,3.966464,0,3.388803,0,3.425001,1.733957,1.733957,0,0,0,0,0,2.205702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,2009,Pa,0,0,4.583043,3.9115,0,3.786579,0,3.133615,0,3.957253,2.057932,0,2.657132,0,0,0,0,2.832904,0,0,0,0,0,0,0,2.057932,0,0,0,0,0,0,0,0,0,0
8,27,2009,NH,0,2.517723,4.028327,3.692582,0,3.950487,0,2.709137,0,3.958407,1.869101,2.263504,2.438805,0,0,0,0,1.746114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,2009,NH,0,2.095273,4.253164,3.847708,0,3.046405,0,1.797717,0,3.424374,0,0,2.095273,0,0,0,0,2.095273,0,0,0,0,0,0,0,1.797717,0,0,0,0,0,0,0,0,0,0
9,22,2009,NH,0,0,3.741934,3.727337,0,1.964835,0,1.964835,0,3.29276,3.29276,1.964835,0,0,0,0,0,2.438805,1.668489,0,0,0,0,0,0,0,0,0,0,0,1.668489,0,0,0,0,0
9,29,2009,BP,0,3.707592,3.891368,4.061281,0,2.518493,1.746873,0,0,3.372676,2.518493,0,0,0,0,0,0,3.018194,0,0,0,2.043996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2009,NH,0,1.9196,3.951818,4.107501,0,0,0,0,0,2.818093,1.9196,2.218009,2.869172,0,0,0,0,1.9196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,19,2009,NH,0,2.798064,3.300266,3.274725,0,0,0,1.763531,0,3.601187,3.526961,0,0,0,0,0,0,2.756741,1.763531,0,0,0,0,1.886594,2.932579,0,0,0,0,0,0,0,0,0,0,0
11,4,2009,NH,0,0,3.158666,3.270571,0,1.63702,2.028908,0,0,3.507834,4.14936,1.345894,1.345894,0,0,0,0,2.028908,0,1.809759,0,0,0,0,1.933012,0,0,0,0,0,0,0,0,0,0,0
11,10,2009,Pa,0,1.446412,3.360199,3.250379,0,1.446412,2.03666,1.739604,0,2.607755,3.769121,0,1.446412,0,0,0,0,1.446412,0,0,0,0,1.739604,2.432199,2.511113,0,0,0,0,0,0,0,0,0,0,0
12,1,2009,NH,0,2.218009,3.335049,3.371904,0,2.34229,1.9196,0,0,2.780365,3.520138,0,1.9196,0,0,0,0,2.693374,1.746114,1.746114,1.452808,1.746114,0,0,1.452808,0,0,0,0,0,0,0,0,0,0,0
12,23,2009,NH,0,0,3.52456,3.980408,2.539259,0,2.629201,0,0,3.140378,3.209658,1.9066,2.126289,0,0,0,1.440117,2.204929,0,0,1.440117,2.380116,2.03019,2.126289,2.204929,2.32919,1.440117,0,0,0,1.440117,0,0,0,0,0
2,9,2010,NH,0,0,3.242182,2.909254,3.374742,0,2.698735,0,1.801687,0,3.697953,0,1.801687,0,0,0,0,2.099275,0,3.351271,2.398573,3.363165,0,2.398573,1.801687,3.286362,2.274213,1.801687,2.099275,0,0,0,0,2.274213,0,0
2,22,2010,NH,0,0,3.05131,3.63521,2.974996,0,2.231128,0,2.164606,0,3.065087,0,2.086019,0,1.40107,0,0,1.40107,0,2.902529,1.69339,2.63974,0,2.406368,1.40107,2.790715,1.69339,1.69339,0,0,0,0,0,1.40107,0,0
3,19,2010,Pa,0,0,3.496185,3.879126,2.214275,1.620098,2.724319,1.915889,0,1.620098,2.756445,0,1.620098,0,1.915889,0,0,2.214275,0,3.057095,0,2.389482,2.090219,1.620098,0,1.915889,0,0,1.704576,0,0,0,0,0,0,0
4,11,2010,NH,1.775786,0,3.157915,3.687614,2.510153,2.169337,2.999331,0,0,1.481973,3.047589,0,0,0,1.481973,0,0,1.949444,1.481973,3.02413,0,1.775786,2.582497,0,0,1.775786,1.481973,1.481973,1.481973,0,0,0,0,0,0,0
5,5,2010,NH,0,2.592521,3.99228,3.682581,2.592521,3.155985,3.639433,0,0,2.2926,3.446882,1.819884,0,0,0,0,0,1.819884,1.819884,3.114623,0,2.117614,0,0,0,2.117614,2.416985,0,0,0,0,0,0,0,0,0
5,15,2010,NH,0,2.795471,3.63552,3.862225,2.795471,2.87967,2.87967,1.954527,0,1.954527,2.853376,1.658292,2.649621,0,0,2.710192,0,2.129007,0,2.690926,0,2.495136,1.658292,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30,2010,Pa,1.99592,0,4.559727,3.926063,1.99592,3.222223,3.19591,2.837244,0,3.105797,4.112121,0,0,0,0,1.99592,0,0,0,2.770402,0,2.691368,2.470109,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2010,Pa,1.903523,0,4.455588,3.560943,2.201833,3.654037,3.7732,2.939957,1.903523,3.429706,4.148517,1.903523,2.201833,0,1.903523,0,0,1.903523,0,2.852918,0,2.201833,2.801841,0,0,1.903523,1.903523,0,0,0,0,0,0,1.903523,0,0
6,18,2010,NH,0,2.958415,4.907332,3.891046,0,3.289153,2.715735,0,2.715735,3.820475,2.116175,2.591075,0,0,0,0,0,2.41554,0,2.116175,0,0,2.116175,2.116175,0,0,0,0,0,0,0,0,0,0,0,0
6,26,2010,NH,0,1.753826,4.166912,3.856752,0,2.950709,0,2.746881,2.350106,3.177754,1.753826,2.051011,1.753826,0,0,1.753826,1.753826,1.753826,0,0,0,0,1.753826,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,2010,BP,0,0,4.205736,3.997396,1.897377,3.122618,0,2.67092,2.195648,2.591924,1.897377,0,2.370816,0,1.897377,2.370816,0,2.195648,0,0,0,1.897377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,2010,NH,0,2.999476,4.565445,3.819662,0,3.60948,0,2.927004,0,3.684528,2.731003,0,0,1.890719,0,2.48857,0,1.890719,1.890719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,2010,NH,0,2.892927,4.284955,3.835396,0,3.732751,1.785602,3.14047,2.382292,3.549402,3.034102,1.785602,2.08306,0,1.785602,2.08306,0,2.08306,0,1.785602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2010,NH,0,2.677937,4.085724,3.7185,1.781183,3.342334,2.078604,3.029613,2.377818,3.35391,3.096502,1.781183,2.377818,0,0,1.781183,2.078604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,29,2010,NH,0,2.695324,4.267343,3.518488,0,2.77436,2.298696,3.250994,0,3.458027,2.841202,0,2.298696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,2010,Pa,0,2.658808,4.187227,3.503088,0,3.523285,0,3.202195,2.059597,4.089253,2.783508,2.059597,2.059597,0,0,0,0,2.059597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,2010,Pa,0,2.821635,4.129221,3.655709,0,3.520081,0,3.219182,3.122338,3.71501,2.742585,0,2.345822,0,0,2.046746,2.046746,2.52126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,2010,NH,0,2.914446,4.541295,3.662199,0,4.027901,0,4.090043,3.169483,4.034531,3.25658,0,0,0,0,0,0,2.517298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,2010,Pa,0,3.88372,4.368072,3.990402,0,3.384156,0,2.889686,2.289303,3.910369,2.589216,1.990498,0,0,1.990498,0,0,1.990498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,2010,NH,0,2.23076,4.516014,3.621878,0,3.603971,0,3.15792,3.228456,3.501338,3.27958,1.932275,1.932275,0,0,0,0,2.23076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,2010,NH,0,2.467451,4.019893,3.358253,0,2.881513,1.774362,2.671016,3.022683,3.630423,3.109758,0,0,0,0,0,0,1.774362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28,2010,BP,0,0,3.715404,3.77754,0,0,0,1.535053,3.373638,3.864677,2.602463,0,0,0,0,0,0,1.535053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2010,NH,0,3.63011,3.968068,4.014264,0,2.522171,1.684833,2.376564,3.107468,3.391945,3.605292,0,0,0,0,0,0,2.822547,1.684833,1.981353,0,0,1.981353,0,0,0,0,0,0,0,0,0,0,0,0,0
10,19,2010,NH,0,2.728614,3.472775,3.254853,0,1.573231,1.283651,2.166501,2.532783,2.848393,2.817405,0,0,0,0,0,0,1.283651,1.283651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,2010,NH,0,0,3.256922,3.204101,1.465627,0,1.296905,1.017262,1.465627,1.296905,1.825025,0,0,0,0,0,0,0,0,1.017262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,24,2010,NH,0,2.677632,3.841877,3.436546,1.486986,1.954569,2.174485,0,2.552997,2.904504,3.397052,0,0,0,0,0,0,2.319782,1.486986,2.253181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,2011,NH,0,0,4.02912,3.5567,2.933836,0,2.06205,0,0,1.764768,3.313752,0,1.764768,0,0,0,0,0,0,2.06205,2.06205,2.661277,2.236884,1.764768,2.661277,2.536654,0,0,0,0,0,0,0,0,0,0
1,25,2011,NH,0,0,3.443395,3.163093,2.211231,0,1.277842,1.862373,0,1.862373,2.510924,0,0,0,0,0,0,0,0,2.256721,0,2.036473,1.567265,1.567265,0,1.958089,0,1.277842,0,0,0,0,0,0,0,0
2,10,2011,NH,0,0,3.472609,3.68474,2.677496,1.780748,1.486854,2.253046,0,1.486854,2.428328,1.780748,2.677496,0,1.954434,0,0,0,0,2.174349,0,2.078166,2.253046,1.954434,1.486854,0,2.078166,0,0,0,0,0,0,1.486854,0,0
2,26,2011,NH,0,0,4.161932,4.288023,2.969708,0,1.895619,3.408744,0,0,2.969708,2.369043,0,0,0,0,0,0,0,0,0,2.735958,2.369043,2.590148,0,2.669144,0,1.895619,1.995631,0,0,0,0,0,0,0
3,23,2011,NH,0,0,4.315818,4.163808,0,0,0,2.875916,0,3.836483,2.034272,0,1.737237,0,0,0,0,0,0,0,1.737237,0,0,0,0,0,0,1.737237,1.737237,0,0,0,0,0,0,0
4,8,2011,NH,0,2.612173,4.296874,4.017693,2.312202,1.716445,0,3.351666,0,3.681239,1.716445,1.716445,2.70887,0,0,0,0,1.716445,0,0,0,2.554332,2.187968,0,0,1.716445,0,0,0,0,0,0,0,0,0,0
4,17,2011,NH,0,0,3.834009,4.264259,0,0,0,2.437593,0,3.797802,1.963632,0,0,0,0,0,0,0,0,0,0,1.963632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,2011,Pa,0,0,4.609371,3.856093,2.639546,2.940078,0,3.483789,0,3.267172,2.040463,0,2.040463,0,0,0,0,0,0,0,0,2.514939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,2011,NH,0,0,4.402762,3.662477,0,0,2.284433,3.910614,0,1.985654,1.985654,0,2.284433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,2011,NH,0,1.908758,4.344296,3.283804,0,2.207101,0,3.627745,0,2.983,0,0,2.207101,0,0,0,2.207101,0,0,0,0,2.207101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,2011,NH,0,2.412136,3.844549,3.477542,0,2.236884,0,2.809066,0,2.587666,0,0,2.236884,0,0,0,0,0,0,0,0,1.642311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,2011,BP,0,0,4.399831,3.677611,0,1.919353,0,2.817843,0,1.919353,0,2.21776,2.693124,0,0,0,0,0,1.919353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2011,NH,0,1.652126,4.126674,3.448676,0,3.286019,1.652126,3.566739,0,3.82425,1.948292,1.948292,1.948292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,2011,Pa,0,2.796496,3.978326,3.522931,0,2.68755,0,3.370018,0,3.850221,2.145706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,2011,NH,0,2.463215,3.514703,2.89458,1.544864,2.188335,0,2.463215,0,3.213805,1.256047,1.544864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,17,2011,NH,0,2.692686,4.017809,3.683925,0,3.976793,0,3.241725,0,3.604762,2.254893,0,0,0,0,1.660017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2011,NH,0,3.303547,3.71466,3.558724,0,2.65109,0,2.9728,0,3.998467,1.659731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,2011,NH,0,1.900514,3.89724,3.676865,0,0,0,2.440664,0,3.988485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,2011,NH,0,0,3.593121,3.991749,0,1.544877,0,2.913054,0,4.000703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,26,2011,BP,0,0,3.872318,3.692464,0,2.958169,0,3.154289,0,4.487354,3.99345,0,0,0,0,0,0,0,1.818213,0,0,0,1.818213,0,0,0,0,0,0,0,0,0,0,1.818213,0,0
9,29,2011,NH,0,0,4.195787,3.712383,0,1.88548,0,2.834668,0,3.921234,4.044182,1.88548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,2011,NH,0,0,3.346455,3.582284,1.757323,0,1.930876,1.463821,0,3.38331,3.725175,1.757323,0,0,0,0,0,0,1.463821,1.463821,0,1.757323,1.463821,0,2.35365,2.054539,1.463821,0,0,0,0,0,0,0,0,0
10,26,2011,NH,0,1.855006,3.701262,3.874263,0,0,0,2.219504,0,3.229367,3.678294,2.152993,2.152993,0,0,0,1.389847,0,0,2.029071,1.389847,1.855006,0,0,0,1.855006,0,0,0,0,0,0,0,0,0,0
11,29,2011,NH,1.916838,0,3.212842,3.669415,3.135879,0,1.621036,0,0,2.933242,3.392447,2.266088,1.916838,0,0,0,0,0,0,1.793649,0,2.425065,2.091172,2.157616,2.741638,1.793649,0,0,0,0,0,0,1.916838,0,1.621036,0
12,10,2011,NH,0,1.713421,3.343623,3.746408,2.484514,0,1.420713,1.420713,1.420713,2.184905,2.93589,2.01023,3.047749,0,0,0,0,0,0,1.420713,0,1.886703,1.886703,0,1.420713,1.886703,0,0,0,0,0,0,0,0,0,0
1,8,2012,NH,0,0,3.78827,3.762007,2.22358,0,2.744638,2.290156,0,2.890543,3.269134,0,2.144917,0,0,0,0,0,0,0,1.458215,2.290156,1.751619,1.751619,0,1.925138,0,0,0,0,0,0,0,1.458215,0,0
2,24,2012,NH,0,0,4.085842,3.415966,1.929576,2.527788,2.70345,2.946119,2.228045,2.800188,2.770274,0,1.929576,0,0,0,0,0,0,1.633623,0,2.103961,1.633623,0,0,2.103961,0,0,0,0,0,0,0,0,0,0
3,7,2012,PO,0,1.965502,4.406395,3.701223,1.669148,2.864458,2.439477,3.216311,2.660694,3.075083,3.002599,0,2.264174,0,0,0,0,1.669148,0,0,0,0,0,0,0,2.264174,0,0,1.965502,0,0,0,0,0,0,0
3,25,2012,NH,0,0,4.40808,3.651788,1.696724,1.993366,0,3.165322,0,1.696724,3.068486,0,1.993366,0,0,0,0,0,0,0,0,0,0,1.696724,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2012,NH,0,0,4.423802,4.067151,1.929241,0,1.929241,2.402941,0,2.402941,2.878916,0,1.929241,0,0,1.633292,0,0,0,0,0,2.902367,0,0,0,2.402941,0,2.103625,0,0,0,0,0,0,0,0
4,14,2012,NH,0,0,4.387911,3.931026,2.589671,0,0,1.694332,0,0,2.531839,0,2.531839,0,0,0,0,0,0,0,2.465105,2.465105,2.289757,2.289757,0,2.589671,0,0,0,0,0,0,0,0,0,0
5,4,2012,NH,0,0,4.247443,3.893508,0,0,1.98944,2.914915,0,2.830707,1.98944,0,0,0,0,0,0,0,0,0,0,1.692837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19,2012,NH,0,2.852466,4.566676,3.608924,0,2.30992,0,3.007185,0,0,2.011013,2.011013,0,0,2.011013,2.485302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,2012,NH,0,0,3.943509,3.019213,0,2.192292,0,3.216086,0,2.843329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59852,0,0,0,0,0,0,0,0,0,0
6,10,2012,NH,0,3.477437,4.346125,3.372741,0,2.96003,0,3.320377,0,3.548771,0,0,0,0,0,0,0,2.034168,1.737134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,2012,NH,0,3.08412,4.528671,3.80736,0,3.492758,0,2.977325,0,2.912133,0,2.299825,0,0,0,0,2.046291,0,0,0,0,0,0,2.046291,0,0,0,0,0,0,0,0,0,0,0,0
6,28,2012,BP,0,2.808549,4.628741,3.771734,0,3.72177,0,2.887618,0,3.640482,2.11227,0,2.11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,2012,NH,0,2.58074,4.400254,3.482831,0,3.005995,0,2.647523,0,3.102819,1.808253,2.647523,0,0,0,0,1.808253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2012,NH,0,4.186972,4.5499,3.649921,0,4.294941,0,2.571809,0,3.88597,2.396299,0,2.097009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,2012,Sh,0,4.310385,4.755471,3.940302,0,4.51926,0,2.654908,0,4.446353,0,0,0,0,0,0,2.179705,2.179705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,2012,NH,0,2.78173,4.569899,3.87798,0,3.747231,0,3.434384,0,3.540805,2.481418,0,1.883637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,2012,NH,0,3.456817,4.241575,3.667612,0,3.065832,0,3.065832,0,4.158371,0,2.554787,2.254966,1.956344,0,0,0,0,1.956344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,2012,NH,0,2.169249,3.909861,3.33676,1.481888,3.011819,0,2.672372,0,3.567816,2.24794,2.073074,2.24794,1.775699,0,0,0,0,1.481888,0,0,0,1.481888,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,2012,NH,0,1.729312,4.169871,3.384073,2.026273,2.325254,0,2.325254,0,3.738249,2.325254,2.201,2.201,0,1.729312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,2012,BP,0,2.289395,4.313849,3.616323,0,0,0,2.852041,0,3.366527,2.289395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,2012,NH,0,2.242144,4.067917,3.876529,1.893059,0,0,2.067294,0,0,2.242144,2.067294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893059,0,0,0,0,0
10,25,2012,NH,0,2.665802,3.949589,3.504669,0,0,2.684247,0,0,3.423874,2.860038,0,0,0,0,0,0,0,1.614839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,2012,NH,0,0,2.587561,3.90351,3.026179,0,2.462996,0,0,1.988856,3.045466,2.287652,2.16346,0,0,0,0,0,0,1.520556,1.814987,2.52973,1.988856,0,2.354279,2.587561,1.692259,1.814987,0,0,0,0,0,0,0,0
11,26,2012,NH,0,0,3.051197,3.696864,2.970243,0,2.701796,0,0,2.634993,3.822823,1.985289,1.688729,0,0,0,0,0,1.688729,1.396502,1.861845,2.634993,2.334969,2.459405,2.87066,1.688729,0,1.861845,0,0,0,0,0,0,0,0
12,30,2012,NH,0,0,2.881199,3.509151,3.285971,0,1.513925,1.225995,0,0,3.271501,2.105893,1.90381,0,0,0,0,0,0,0,1.808253,3.264081,1.982087,2.105893,2.615414,2.963287,1.808253,1.808253,0,0,0,1.808253,0,1.225995,1.513925,0
1,14,2013,NH,0,0,3.214361,3.214361,3.143052,0,1.704249,1.704249,0,1.411716,3.443926,0,1.704249,0,0,0,0,0,0,1.87747,1.87747,3.35853,2.350735,2.650796,1.704249,2.974796,0,2.242144,0,0,0,0,1.411716,0,0,0
2,14,2013,Sh,0,1.628237,2.96079,3.674889,2.573296,2.098489,0,3.391367,0,2.222561,2.764767,0,2.222561,0,0,0,0,0,0,1.924125,0,1.628237,2.222561,1.628237,0,1.924125,0,1.628237,2.047769,0,0,0,0,0,0,0
3,1,2013,PO,0,0,3.539552,3.737499,1.956913,1.956913,2.379874,3.055135,0,2.379874,3.543279,0,0,0,0,0,0,1.489279,0,0,1.489279,2.430825,0,0,0,1.956913,0,0,2.476421,0,0,0,0,0,0,0
3,3,2013,PO,0,2.267487,3.78372,3.77709,2.664017,3.462565,0,3.649943,0,0,3.395643,0,2.143329,0,0,0,0,0,0,0,0,2.567342,2.363927,1.672408,0,2.363927,1.672408,0,1.968796,0,0,0,0,0,0,0
3,10,2013,PO,0,0,3.75144,4.060474,2.722803,2.568253,0,3.507444,0,2.568253,3.001167,1.73014,2.027109,0,0,0,0,0,0,0,0,2.568253,1.73014,2.422594,0,0,0,0,2.868696,0,0,0,0,0,0,0
3,18,2013,NH,0,2.128946,3.621817,3.788535,2.253077,3.404631,1.954465,3.512042,0,2.349502,2.763278,0,0,0,0,1.658231,0,0,0,1.658231,0,1.658231,1.658231,1.954465,0,1.658231,0,0,1.658231,0,0,0,0,0,0,0
4,1,2013,NH,0,0,4.328028,3.867506,0,2.180129,0,3.499607,0,2.180129,2.576344,0,2.180129,0,0,0,0,0,0,0,0,2.180129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,2013,NH,0,2.511559,4.244645,3.531537,1.913493,3.069898,1.617731,2.783937,0,2.387066,1.617731,0,0,0,0,2.087814,0,0,0,0,0,2.087814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,27,2013,NH,0,2.745336,4.033772,3.533828,2.410454,2.53497,0,3.122301,0,2.33161,0,0,2.33161,0,0,2.410454,0,0,0,0,0,2.235206,1.640661,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,2013,NH,0,2.701113,4.266119,3.532884,0,3.205668,0,3.463825,0,2.904908,2.005586,2.47984,2.304467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30,2013,NH,0,1.782413,4.171414,3.447438,0,2.079844,0,2.621324,0,3.889185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,2013,NH,0,2.961384,3.779427,3.219449,0,4.009685,0,2.360746,0,3.798251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,2013,NH,0,1.903575,4.339047,3.676361,0,3.074576,0,2.898667,0,4.285531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,2013,BP,0,2.242006,3.759561,3.267775,0,2.608559,0,2.587423,0,3.74474,3.239762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,2013,NH,0,3.346417,4.336696,3.769897,0,3.240016,0,2.587677,0,3.76272,2.684363,0,1.692373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,2013,NH,0,2.485985,3.998158,3.172831,0,3.314079,0,2.282715,0,3.138093,2.062374,2.361519,2.186371,2.062374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,29,2013,NH,0,3.180361,4.274519,3.159186,0,3.136926,0,1.863838,0,3.159186,0,0,0,0,0,2.161887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,2013,Sh,0,2.750278,4.229058,3.351759,0,3.695718,0,3.050922,0,3.272616,0,2.274698,1.975969,0,0,0,1.975969,0,0,0,0,0,0,0,0,0,0,0,0,0,1.975969,0,0,0,0,0
8,25,2013,NH,0,2.558028,4.83099,3.687248,0,4.041164,0,3.486386,0,3.963413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,2013,NH,0,4.313541,4.193572,3.905534,0,2.851733,0,2.375832,0,3.152458,2.851733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,26,2013,NH,0,2.802248,4.20983,3.634173,0,0,2.405334,1.808368,0,3.163589,4.0894,0,0,0,0,0,0,0,0,0,0,0,0,0,2.106009,0,0,0,0,0,0,0,0,0,0,0
10,4,2013,NH,0,2.204359,3.724598,4.371918,2.029622,0,2.628628,2.570782,0,2.980243,3.785285,1.732629,1.732629,0,0,0,0,0,0,2.570782,0,1.732629,2.328619,0,1.732629,1.732629,0,0,0,0,0,0,0,0,0,0
10,22,2013,NH,0,2.398602,3.525715,4.035393,2.244442,0,2.003255,1.706515,0,2.003255,2.302125,1.413938,2.302125,0,0,0,0,0,0,1.706515,0,1.413938,0,0,0,1.879751,0,0,0,0,0,0,0,0,0,0
11,9,2013,NH,0,0,3.567243,3.333244,0,2.09352,1.795977,2.744,0,2.831008,2.78968,0,0,0,0,0,0,0,0,2.09352,0,0,0,0,1.795977,0,0,0,0,0,1.795977,0,0,0,0,0
11,22,2013,NH,1.596006,1.891496,3.618382,3.454238,2.431563,0,2.815967,2.840754,0,2.364884,3.208372,0,1.596006,0,0,0,0,0,0,2.761698,0,1.596006,0,0,1.596006,1.891496,0,0,0,0,0,0,0,0,0,0
12,9,2013,NH,0,0,3.519135,4.083755,2.726777,0,2.525155,0,0,1.876455,3.022324,2.349711,3.015896,0,0,0,0,0,0,2.174589,0,2.525155,2.270918,0,2.050618,2.270918,0,0,0,0,1.581159,0,0,0,0,0
